0;1;2;3;4
1;1;4;4;
4;2;1;4;
6;3;5;1;
7;4;1;7;
9;5;1;8;
15;6;5;5;
15;7;3;8;
16;8;2;1;
20;9;1;1;
20;10;2;8;
20;11;4;8;
21;12;3;4;
21;13;5;2;
22;14;1;5;
23;15;2;8;
26;16;1;6;
28;17;5;7;
29;18;3;5;
31;19;2;3;
32;20;1;3;
33;21;1;9;
36;22;3;9;
39;23;5;7;
40;24;4;5;
42;25;5;8;
43;26;3;7;
47;27;1;1;
48;28;2;2;
49;29;1;1;
50;30;3;3;
53;31;2;9;
59;32;2;9;
60;33;5;8;
62;34;5;4;
63;35;3;9;
64;36;1;3;
65;37;3;10;
65;38;4;9;
65;39;2;6;
66;40;4;1;
67;41;4;3;
69;42;4;3;
77;43;1;6;
77;44;2;2;
80;45;5;4;
84;46;5;9;
84;47;1;7;
88;48;5;8;
89;49;2;8;
92;50;5;3;
93;51;1;10;
93;52;5;7;
94;53;1;1;
95;54;5;6;
96;55;5;5;
97;56;2;10;
97;57;2;6;
100;58;3;2;
108;59;3;6;
110;60;4;2;
115;61;3;4;
118;62;1;7;
