0;1;2;3;4
1;1;4;7;
3;2;1;8;
5;3;4;1;
6;4;2;9;
7;5;3;9;
11;6;3;10;
12;7;4;10;
14;8;1;8;
16;9;5;6;
18;10;5;8;
19;11;1;3;
20;12;4;3;
20;13;5;7;
21;14;4;9;
21;15;4;5;
23;16;4;10;
25;17;4;7;
26;18;3;7;
31;19;2;4;
32;20;1;10;
34;21;3;3;
34;22;5;10;
36;23;5;1;
38;24;5;1;
40;25;2;1;
41;26;5;6;
43;27;4;3;
44;28;4;7;
47;29;3;4;
51;30;3;10;
51;31;4;3;
51;32;3;2;
53;33;5;2;
53;34;4;8;
54;35;2;1;
59;36;3;3;
59;37;5;6;
61;38;4;6;
64;39;4;2;
66;40;2;3;
68;41;2;2;
70;42;1;9;
70;43;2;5;
70;44;4;1;
72;45;4;5;
76;46;3;2;
80;47;1;8;
82;48;4;6;
84;49;1;1;
96;50;1;5;
97;51;4;4;
98;52;5;5;
102;53;4;5;
106;54;3;10;
110;55;4;1;
113;56;1;5;
116;57;5;7;
