0;1;2;3;4
2;1;3;4;
4;2;5;7;
6;3;5;10;
7;4;5;6;
9;5;3;3;
17;6;1;8;
19;7;3;10;
21;8;4;3;
22;9;5;7;
27;10;5;6;
29;11;2;4;
35;12;4;6;
44;13;5;1;
46;14;3;4;
46;15;3;9;
50;16;5;6;
52;17;2;7;
52;18;3;9;
60;19;2;6;
61;20;4;3;
62;21;3;10;
63;22;5;2;
65;23;3;8;
65;24;2;7;
69;25;2;10;
69;26;3;2;
74;27;5;3;
75;28;2;9;
78;29;3;1;
79;30;1;9;
85;31;1;2;
91;32;5;3;
92;33;1;7;
96;34;5;8;
97;35;4;4;
99;36;1;2;
103;37;3;4;
106;38;4;4;
107;39;4;5;
107;40;3;10;
108;41;3;1;
111;42;5;4;
114;43;2;9;
119;44;2;2;
120;45;2;1;
