0;1;2;3;4
0;1;3;8;
3;2;4;3;
4;3;1;6;
5;4;2;5;
6;5;2;7;
8;6;4;6;
10;7;4;4;
14;8;5;10;
17;9;3;5;
18;10;1;9;
20;11;2;3;
21;12;3;7;
22;13;1;1;
23;14;1;9;
24;15;5;5;
24;16;4;1;
26;17;5;7;
27;18;1;9;
27;19;5;5;
27;20;1;3;
28;21;1;9;
28;22;1;8;
30;23;2;1;
35;24;5;1;
37;25;2;5;
38;26;4;3;
40;27;3;5;
45;28;2;4;
47;29;2;6;
48;30;3;5;
48;31;5;6;
49;32;2;7;
51;33;1;7;
54;34;2;3;
57;35;3;5;
57;36;1;10;
60;37;1;9;
61;38;2;9;
62;39;5;6;
62;40;4;4;
62;41;5;3;
63;42;1;10;
64;43;1;4;
66;44;5;10;
67;45;3;2;
70;46;2;9;
72;47;5;4;
76;48;4;8;
78;49;1;1;
81;50;5;2;
82;51;3;4;
83;52;4;10;
84;53;4;6;
85;54;2;3;
86;55;4;6;
90;56;4;6;
91;57;4;10;
92;58;2;7;
95;59;3;10;
98;60;1;3;
98;61;5;3;
99;62;1;1;
99;63;1;4;
100;64;1;7;
101;65;4;8;
103;66;3;5;
109;67;3;2;
111;68;3;9;
111;69;3;2;
112;70;3;9;
112;71;3;1;
115;72;5;2;
116;73;2;2;
117;74;2;3;
119;75;5;1;
120;76;4;5;
120;77;3;3;
