0;1;2;3;4
0;1;4;8;
1;2;1;1;
2;3;5;8;
3;4;3;9;
3;5;3;5;
4;6;2;3;
6;7;2;10;
18;8;2;4;
19;9;5;8;
19;10;4;6;
21;11;2;4;
21;12;5;2;
23;13;2;7;
24;14;5;6;
28;15;4;8;
29;16;4;9;
31;17;5;9;
33;18;4;5;
35;19;1;6;
36;20;5;8;
38;21;4;3;
40;22;3;7;
43;23;3;7;
47;24;3;5;
48;25;3;3;
49;26;4;4;
50;27;3;7;
51;28;5;10;
59;29;5;10;
60;30;3;5;
61;31;2;6;
61;32;1;3;
61;33;3;6;
64;34;4;4;
66;35;4;4;
70;36;4;7;
71;37;1;1;
75;38;2;3;
80;39;3;8;
81;40;5;1;
83;41;5;9;
83;42;3;2;
84;43;1;1;
92;44;3;1;
93;45;3;6;
95;46;5;3;
97;47;3;7;
99;48;5;10;
103;49;2;6;
106;50;4;3;
107;51;1;9;
113;52;2;4;
