0;1;2;3;4
0;1;3;8;
9;2;2;7;
12;3;1;10;
15;4;1;10;
15;5;1;9;
15;6;3;6;
17;7;3;8;
19;8;1;1;
21;9;2;9;
26;10;2;1;
27;11;4;2;
29;12;1;5;
30;13;1;2;
31;14;1;9;
31;15;3;4;
34;16;5;9;
35;17;5;7;
37;18;1;8;
42;19;1;10;
43;20;4;1;
48;21;1;10;
58;22;2;5;
59;23;2;8;
64;24;4;8;
76;25;4;5;
83;26;3;7;
83;27;5;6;
83;28;5;9;
84;29;1;1;
86;30;2;7;
86;31;1;10;
86;32;5;5;
87;33;3;10;
92;34;2;9;
92;35;2;10;
98;36;4;5;
99;37;2;8;
100;38;4;6;
106;39;2;8;
106;40;1;9;
109;41;1;5;
110;42;5;5;
112;43;2;9;
112;44;1;4;
113;45;4;6;
113;46;2;3;
119;47;1;1;
119;48;2;9;
120;49;1;10;
120;50;3;1;
120;51;3;5;
