0;1;2;3;4
2;1;5;5;
7;2;2;8;
7;3;1;10;
8;4;3;10;
10;5;3;10;
12;6;2;10;
13;7;1;7;
13;8;3;4;
14;9;2;1;
16;10;1;4;
18;11;3;9;
25;12;3;5;
29;13;3;3;
33;14;3;6;
40;15;4;8;
46;16;4;9;
46;17;2;9;
48;18;1;4;
49;19;2;1;
50;20;1;1;
50;21;3;4;
53;22;1;9;
59;23;2;10;
62;24;1;8;
64;25;4;6;
69;26;4;8;
70;27;3;1;
72;28;1;10;
74;29;1;1;
74;30;2;7;
75;31;1;1;
77;32;2;9;
80;33;5;10;
83;34;4;10;
84;35;2;4;
88;36;5;3;
88;37;5;3;
90;38;2;4;
91;39;3;4;
92;40;3;3;
97;41;2;6;
99;42;3;5;
103;43;3;2;
104;44;1;4;
106;45;4;9;
109;46;3;8;
110;47;1;7;
113;48;3;1;
113;49;3;1;
117;50;4;10;
118;51;5;6;
