0;1;2;3;4
1;1;2;2;
3;2;2;2;
4;3;1;8;
6;4;1;2;
8;5;3;4;
9;6;5;10;
10;7;2;1;
10;8;3;1;
13;9;2;2;
14;10;2;2;
14;11;1;5;
17;12;5;7;
18;13;2;4;
19;14;1;4;
22;15;3;1;
23;16;5;4;
23;17;1;9;
25;18;5;6;
25;19;1;7;
26;20;1;3;
26;21;3;4;
27;22;4;2;
28;23;3;7;
29;24;2;1;
31;25;2;9;
32;26;5;8;
33;27;5;3;
35;28;5;8;
37;29;1;1;
37;30;3;4;
39;31;2;6;
42;32;4;9;
42;33;4;1;
42;34;1;4;
43;35;1;7;
45;36;1;10;
46;37;2;4;
46;38;2;10;
47;39;3;3;
48;40;3;9;
49;41;4;7;
49;42;1;6;
51;43;2;1;
52;44;1;5;
53;45;2;5;
60;46;3;7;
60;47;1;6;
61;48;4;3;
62;49;2;7;
64;50;5;9;
66;51;4;8;
67;52;5;9;
71;53;2;5;
72;54;1;10;
74;55;4;10;
74;56;4;10;
75;57;4;6;
78;58;3;6;
84;59;3;3;
86;60;5;3;
87;61;2;3;
87;62;4;3;
93;63;3;5;
93;64;2;3;
93;65;2;9;
93;66;1;10;
97;67;4;5;
98;68;5;6;
99;69;4;2;
100;70;2;4;
100;71;3;3;
102;72;5;9;
102;73;4;3;
103;74;1;2;
112;75;3;1;
113;76;5;9;
117;77;4;8;
119;78;2;3;
