0;1;2;3;4
0;1;5;1;
3;2;1;10;
3;3;3;5;
4;4;3;7;
7;5;4;8;
8;6;5;8;
10;7;5;8;
12;8;2;4;
15;9;3;8;
15;10;2;1;
16;11;4;1;
16;12;4;4;
19;13;2;7;
21;14;3;5;
22;15;3;8;
27;16;5;5;
28;17;4;10;
31;18;3;10;
33;19;5;4;
33;20;2;3;
33;21;2;9;
35;22;1;10;
35;23;4;7;
35;24;3;6;
36;25;2;4;
36;26;4;3;
36;27;2;9;
37;28;2;5;
38;29;4;7;
39;30;4;1;
39;31;3;5;
40;32;3;9;
40;33;2;1;
40;34;3;7;
40;35;4;5;
40;36;2;1;
42;37;3;5;
42;38;5;4;
45;39;2;7;
46;40;1;9;
51;41;1;4;
51;42;5;3;
52;43;4;6;
52;44;3;4;
53;45;3;4;
55;46;1;8;
56;47;2;4;
56;48;2;9;
57;49;3;6;
57;50;3;2;
57;51;1;8;
60;52;2;5;
60;53;1;9;
61;54;2;9;
65;55;2;5;
65;56;1;5;
67;57;2;5;
68;58;3;6;
68;59;3;3;
68;60;3;10;
69;61;4;9;
72;62;3;8;
78;63;3;5;
79;64;5;5;
79;65;3;2;
80;66;5;9;
80;67;4;8;
84;68;4;2;
87;69;2;5;
88;70;3;4;
89;71;3;7;
91;72;2;10;
93;73;2;7;
96;74;5;6;
96;75;3;2;
97;76;2;2;
98;77;5;8;
98;78;4;1;
102;79;3;4;
103;80;3;9;
105;81;4;8;
107;82;4;7;
111;83;2;7;
113;84;2;2;
115;85;4;1;
116;86;1;6;
116;87;1;8;
118;88;2;5;
118;89;3;3;
118;90;5;5;
118;91;4;9;
118;92;2;5;
