0;1;2;3;4
9;1;1;10;
11;2;1;6;
15;3;1;3;
18;4;2;4;
19;5;4;6;
20;6;1;9;
21;7;3;10;
30;8;1;6;
33;9;3;5;
35;10;4;10;
36;11;5;9;
38;12;1;9;
41;13;5;1;
43;14;2;8;
46;15;2;5;
46;16;3;6;
49;17;2;10;
49;18;5;1;
51;19;5;7;
55;20;5;9;
56;21;1;2;
57;22;4;6;
59;23;5;9;
64;24;5;6;
65;25;4;9;
67;26;4;9;
67;27;1;1;
72;28;5;10;
74;29;2;9;
76;30;5;10;
76;31;5;6;
80;32;4;5;
84;33;2;9;
90;34;2;8;
96;35;3;5;
99;36;3;9;
100;37;1;2;
105;38;3;6;
109;39;2;6;
114;40;1;7;
115;41;3;3;
117;42;3;5;
118;43;5;10;
119;44;1;6;
120;45;3;2;
