0;1;2;3;4
1;1;3;2;
1;2;1;6;
3;3;4;1;
4;4;5;5;
4;5;1;4;
4;6;3;3;
7;7;3;2;
8;8;2;5;
9;9;2;8;
10;10;4;2;
12;11;3;2;
15;12;4;1;
15;13;3;6;
16;14;5;4;
20;15;4;8;
22;16;4;3;
23;17;1;2;
26;18;5;10;
27;19;1;2;
27;20;1;1;
28;21;2;3;
29;22;3;8;
31;23;2;3;
32;24;1;5;
36;25;3;5;
36;26;4;8;
36;27;5;3;
37;28;3;4;
37;29;2;9;
38;30;4;1;
42;31;3;3;
43;32;2;8;
43;33;1;10;
44;34;4;6;
45;35;2;6;
48;36;5;6;
48;37;5;9;
51;38;1;7;
54;39;5;10;
55;40;5;8;
59;41;5;6;
60;42;3;7;
60;43;4;8;
61;44;4;4;
64;45;1;3;
67;46;4;6;
68;47;2;5;
68;48;2;1;
68;49;3;6;
69;50;5;8;
70;51;5;6;
71;52;3;6;
72;53;4;5;
73;54;4;10;
73;55;5;2;
74;56;3;8;
76;57;5;4;
77;58;2;10;
78;59;1;1;
80;60;5;7;
84;61;3;6;
85;62;1;10;
85;63;1;6;
88;64;4;9;
88;65;3;8;
88;66;1;3;
88;67;4;7;
89;68;2;10;
90;69;4;9;
91;70;1;10;
94;71;2;6;
95;72;3;10;
96;73;3;1;
97;74;4;2;
101;75;1;4;
103;76;3;3;
104;77;1;3;
106;78;2;2;
108;79;4;10;
111;80;2;5;
111;81;2;6;
115;82;1;3;
119;83;3;4;
120;84;4;8;
120;85;4;6;
