0;1;2;3;4
2;1;1;2;
2;2;2;8;
3;3;1;8;
9;4;5;3;
12;5;3;10;
13;6;1;10;
14;7;1;5;
26;8;3;10;
28;9;5;5;
28;10;4;9;
29;11;1;2;
29;12;1;6;
31;13;2;6;
35;14;4;2;
50;15;5;4;
51;16;3;8;
52;17;2;9;
53;18;5;8;
54;19;4;4;
58;20;5;10;
61;21;1;7;
64;22;2;10;
68;23;3;10;
71;24;5;3;
72;25;4;9;
74;26;4;10;
75;27;2;4;
77;28;3;2;
79;29;3;10;
80;30;3;6;
80;31;5;8;
81;32;2;6;
83;33;4;8;
86;34;1;7;
89;35;3;8;
92;36;4;10;
95;37;1;8;
98;38;4;8;
99;39;1;7;
103;40;2;3;
108;41;4;5;
108;42;2;7;
109;43;4;6;
111;44;1;4;
113;45;1;3;
113;46;1;1;
118;47;4;1;
119;48;2;1;
119;49;4;9;
