0;1;2;3;4
1;1;1;6;
3;2;1;3;
7;3;3;9;
7;4;5;1;
8;5;2;3;
10;6;4;8;
13;7;5;2;
13;8;3;6;
17;9;3;8;
19;10;2;4;
23;11;4;8;
26;12;3;9;
40;13;2;2;
40;14;5;5;
42;15;2;5;
42;16;1;4;
46;17;4;8;
46;18;5;7;
49;19;1;8;
50;20;1;8;
54;21;3;7;
56;22;2;3;
61;23;2;3;
61;24;4;10;
69;25;5;10;
70;26;4;2;
74;27;4;6;
75;28;3;3;
77;29;5;7;
87;30;1;9;
87;31;1;6;
92;32;3;3;
93;33;5;4;
94;34;4;7;
98;35;3;9;
99;36;1;4;
101;37;3;10;
102;38;5;10;
103;39;5;4;
103;40;4;10;
107;41;1;6;
114;42;1;8;
116;43;1;6;
118;44;3;4;
119;45;4;8;
120;46;4;2;
