0;1;2;3;4
2;1;4;9;
8;2;4;8;
8;3;1;6;
13;4;2;1;
14;5;1;4;
14;6;5;4;
14;7;3;10;
15;8;1;10;
19;9;3;7;
20;10;2;5;
21;11;4;10;
23;12;5;3;
26;13;2;8;
27;14;2;5;
34;15;2;9;
34;16;4;9;
35;17;2;9;
35;18;1;8;
37;19;4;1;
40;20;2;2;
40;21;1;7;
42;22;2;1;
52;23;2;9;
52;24;4;6;
53;25;3;2;
56;26;3;6;
58;27;2;8;
59;28;5;1;
60;29;4;8;
60;30;2;5;
60;31;2;1;
60;32;2;9;
62;33;4;4;
64;34;5;3;
64;35;3;3;
66;36;5;1;
66;37;5;10;
73;38;1;6;
74;39;2;2;
76;40;3;7;
78;41;4;4;
80;42;1;4;
80;43;1;8;
84;44;3;9;
85;45;3;9;
86;46;3;3;
91;47;5;8;
91;48;3;7;
96;49;4;4;
99;50;1;6;
101;51;2;2;
102;52;5;1;
102;53;3;8;
103;54;1;7;
104;55;3;9;
105;56;2;1;
107;57;5;8;
112;58;1;5;
113;59;1;10;
117;60;2;2;
118;61;2;5;
118;62;2;5;
