0;1;2;3;4
2;1;1;4;
3;2;4;5;
4;3;2;8;
5;4;1;9;
7;5;1;10;
8;6;3;10;
8;7;4;7;
12;8;4;6;
12;9;4;10;
13;10;5;5;
16;11;1;1;
19;12;5;1;
20;13;1;1;
20;14;2;6;
21;15;4;4;
21;16;5;3;
23;17;4;1;
25;18;2;6;
29;19;5;2;
29;20;2;2;
31;21;2;9;
32;22;2;5;
34;23;2;9;
35;24;5;9;
35;25;4;2;
36;26;5;8;
36;27;1;1;
37;28;1;7;
44;29;4;5;
44;30;2;1;
45;31;2;6;
45;32;3;7;
47;33;1;6;
47;34;5;7;
49;35;2;1;
50;36;5;5;
51;37;3;9;
53;38;4;9;
53;39;4;1;
53;40;3;5;
57;41;5;6;
58;42;5;2;
59;43;2;5;
61;44;4;3;
62;45;3;9;
64;46;5;2;
65;47;2;9;
66;48;2;3;
67;49;4;10;
67;50;4;9;
70;51;1;3;
70;52;5;5;
72;53;3;1;
72;54;2;1;
73;55;3;10;
74;56;1;5;
77;57;5;10;
78;58;3;7;
80;59;4;10;
82;60;3;5;
82;61;5;10;
82;62;5;7;
83;63;2;8;
83;64;4;1;
86;65;5;3;
87;66;2;8;
88;67;3;10;
88;68;2;8;
89;69;1;4;
90;70;1;9;
92;71;3;6;
97;72;2;1;
97;73;3;8;
101;74;2;6;
101;75;5;3;
102;76;5;4;
108;77;1;9;
111;78;2;5;
111;79;1;6;
112;80;5;3;
115;81;5;7;
117;82;3;8;
119;83;5;7;
120;84;5;3;
120;85;2;5;
