0;1;2;3;4
2;1;1;6;
3;2;5;7;
6;3;3;6;
6;4;1;10;
10;5;4;6;
13;6;5;8;
13;7;5;8;
15;8;2;4;
15;9;2;8;
21;10;5;5;
22;11;5;8;
22;12;4;2;
22;13;3;10;
24;14;1;2;
28;15;3;10;
29;16;2;5;
31;17;1;1;
33;18;3;1;
36;19;4;8;
36;20;2;5;
40;21;5;10;
41;22;5;6;
45;23;5;9;
50;24;5;6;
50;25;5;7;
50;26;4;10;
52;27;1;7;
56;28;3;6;
57;29;3;4;
60;30;1;8;
65;31;3;4;
65;32;1;5;
67;33;3;6;
70;34;3;4;
73;35;1;1;
73;36;4;7;
82;37;4;6;
83;38;1;10;
83;39;2;5;
83;40;5;10;
85;41;3;1;
87;42;3;1;
88;43;4;5;
90;44;1;9;
97;45;1;10;
98;46;2;10;
100;47;1;1;
101;48;5;3;
103;49;1;1;
106;50;5;4;
108;51;5;9;
110;52;4;5;
112;53;5;5;
117;54;4;3;
118;55;1;8;
119;56;3;4;
120;57;3;6;
120;58;1;1;
