0;1;2;3;4
0;1;5;9;
1;2;2;7;
2;3;3;6;
2;4;2;10;
6;5;5;5;
7;6;1;4;
10;7;5;3;
10;8;4;4;
11;9;1;7;
12;10;4;2;
12;11;3;9;
19;12;2;4;
22;13;2;10;
28;14;4;10;
32;15;4;6;
37;16;3;8;
38;17;5;5;
38;18;4;9;
38;19;3;2;
40;20;3;4;
40;21;1;10;
41;22;1;8;
43;23;3;9;
45;24;5;7;
49;25;2;7;
50;26;2;4;
51;27;4;9;
52;28;5;5;
53;29;3;1;
55;30;5;5;
57;31;2;8;
58;32;3;7;
58;33;2;8;
62;34;2;8;
63;35;5;5;
63;36;1;2;
65;37;3;6;
65;38;1;5;
70;39;2;2;
71;40;3;1;
71;41;4;8;
74;42;3;7;
81;43;5;4;
92;44;1;2;
94;45;1;1;
98;46;5;5;
99;47;1;4;
100;48;2;3;
101;49;1;8;
101;50;3;8;
102;51;2;3;
103;52;5;2;
107;53;5;1;
111;54;5;6;
112;55;2;5;
114;56;2;7;
116;57;5;4;
119;58;1;5;
