0;1;2;3;4
0;1;2;5;
0;2;4;10;
2;3;5;2;
2;4;4;6;
6;5;5;2;
7;6;1;10;
9;7;5;7;
9;8;5;1;
9;9;3;3;
11;10;5;5;
12;11;2;4;
15;12;1;3;
18;13;4;1;
21;14;3;1;
24;15;5;8;
27;16;1;8;
28;17;3;4;
32;18;2;2;
33;19;2;7;
35;20;5;9;
35;21;4;2;
37;22;4;2;
37;23;5;7;
39;24;2;2;
42;25;4;4;
45;26;1;3;
45;27;1;2;
47;28;3;9;
50;29;2;5;
52;30;5;1;
52;31;5;1;
52;32;1;10;
53;33;3;8;
54;34;1;1;
59;35;1;6;
61;36;3;9;
62;37;1;6;
62;38;5;8;
66;39;5;4;
66;40;1;9;
66;41;1;5;
67;42;2;5;
70;43;2;4;
70;44;4;5;
70;45;5;1;
71;46;4;1;
82;47;4;7;
84;48;2;7;
90;49;5;6;
94;50;4;3;
99;51;4;7;
99;52;5;10;
104;53;4;2;
106;54;4;7;
109;55;3;2;
111;56;5;8;
114;57;4;3;
120;58;2;7;
