0;1;2;3;4
1;1;2;1;
3;2;3;5;
4;3;2;1;
9;4;1;8;
10;5;4;8;
12;6;5;6;
14;7;4;9;
14;8;1;8;
16;9;3;2;
21;10;3;10;
22;11;2;8;
22;12;1;2;
24;13;4;7;
26;14;4;9;
30;15;1;7;
31;16;4;2;
38;17;1;1;
41;18;4;7;
42;19;2;4;
48;20;2;5;
49;21;5;2;
50;22;4;10;
50;23;4;7;
52;24;2;3;
52;25;1;7;
54;26;1;2;
58;27;3;6;
60;28;2;3;
61;29;5;9;
63;30;1;2;
63;31;5;3;
64;32;5;1;
66;33;3;2;
71;34;4;10;
73;35;5;4;
76;36;2;2;
85;37;3;2;
86;38;5;2;
89;39;5;9;
94;40;1;1;
94;41;3;3;
95;42;5;10;
96;43;3;1;
96;44;4;6;
97;45;5;9;
97;46;2;10;
101;47;4;9;
104;48;1;10;
104;49;5;5;
105;50;3;7;
106;51;2;5;
106;52;2;5;
109;53;4;5;
111;54;2;4;
112;55;3;3;
114;56;5;1;
114;57;3;9;
