0;1;2;3;4
0;1;1;2;
1;2;4;4;
1;3;4;2;
2;4;1;7;
2;5;3;7;
12;6;5;8;
12;7;5;9;
13;8;1;4;
17;9;2;3;
17;10;4;10;
18;11;4;3;
23;12;1;2;
26;13;3;10;
30;14;3;10;
31;15;3;9;
33;16;4;5;
33;17;2;4;
33;18;2;7;
34;19;4;8;
35;20;4;3;
37;21;4;6;
38;22;3;8;
39;23;5;4;
39;24;1;3;
41;25;2;4;
45;26;1;7;
46;27;1;1;
49;28;5;1;
50;29;4;6;
55;30;1;7;
60;31;2;9;
61;32;2;4;
61;33;5;7;
63;34;2;6;
63;35;5;6;
65;36;5;2;
67;37;3;8;
71;38;2;4;
83;39;4;6;
85;40;5;8;
86;41;4;5;
87;42;5;9;
88;43;1;2;
91;44;5;3;
96;45;5;9;
98;46;4;7;
98;47;5;6;
104;48;5;5;
109;49;1;7;
