0;1;2;3;4
1;1;3;9;
2;2;2;8;
3;3;2;5;
8;4;1;4;
9;5;1;10;
12;6;5;6;
14;7;5;1;
15;8;5;3;
17;9;2;7;
19;10;5;9;
29;11;2;9;
29;12;3;8;
30;13;3;5;
31;14;4;6;
37;15;5;6;
38;16;5;3;
39;17;3;7;
40;18;3;7;
40;19;5;3;
41;20;3;6;
41;21;4;8;
43;22;1;4;
45;23;5;2;
45;24;3;9;
47;25;4;1;
47;26;5;9;
48;27;3;3;
49;28;3;5;
51;29;5;9;
52;30;5;5;
53;31;3;5;
55;32;4;5;
56;33;4;6;
60;34;5;6;
62;35;3;2;
62;36;4;3;
67;37;1;2;
68;38;1;3;
68;39;5;9;
74;40;5;2;
76;41;1;5;
81;42;3;5;
81;43;5;6;
86;44;2;7;
88;45;4;10;
95;46;3;8;
96;47;5;5;
96;48;3;3;
101;49;5;4;
106;50;3;6;
107;51;2;1;
107;52;5;6;
107;53;5;7;
109;54;3;5;
113;55;1;10;
114;56;2;3;
117;57;2;8;
118;58;1;7;
