0;1;2;3;4
3;1;1;4;
6;2;1;3;
7;3;5;1;
9;4;4;3;
12;5;5;7;
13;6;1;9;
15;7;2;1;
17;8;5;6;
18;9;2;10;
23;10;1;10;
24;11;2;9;
25;12;3;1;
29;13;4;1;
30;14;1;6;
31;15;2;4;
33;16;5;4;
34;17;5;4;
34;18;3;5;
35;19;3;1;
35;20;2;4;
38;21;5;6;
39;22;1;6;
41;23;1;3;
43;24;1;3;
44;25;3;10;
44;26;3;10;
45;27;5;2;
46;28;1;9;
49;29;4;7;
52;30;1;1;
52;31;2;5;
52;32;1;5;
54;33;3;4;
55;34;5;8;
58;35;1;8;
59;36;3;1;
60;37;3;8;
63;38;4;3;
63;39;5;10;
64;40;2;4;
65;41;5;10;
67;42;3;7;
68;43;4;10;
69;44;3;3;
71;45;3;1;
72;46;4;8;
73;47;4;1;
73;48;2;8;
74;49;2;2;
74;50;1;7;
74;51;5;1;
75;52;2;7;
80;53;5;2;
80;54;3;10;
81;55;5;4;
81;56;1;10;
82;57;1;8;
83;58;3;7;
83;59;3;7;
86;60;4;4;
88;61;2;9;
88;62;2;4;
89;63;2;9;
89;64;5;4;
90;65;2;1;
92;66;4;4;
92;67;4;10;
98;68;4;7;
98;69;4;3;
99;70;5;4;
100;71;4;3;
101;72;2;3;
103;73;4;7;
104;74;1;7;
106;75;2;10;
108;76;5;5;
109;77;3;6;
109;78;5;5;
109;79;1;8;
109;80;3;5;
110;81;1;2;
111;82;5;3;
111;83;2;8;
114;84;2;9;
115;85;4;5;
116;86;2;3;
117;87;2;6;
119;88;4;7;
119;89;5;7;
