0;1;2;3;4
0;1;2;10;
1;2;3;10;
3;3;4;7;
5;4;1;2;
8;5;3;8;
9;6;3;4;
11;7;2;8;
16;8;1;7;
16;9;4;3;
18;10;1;2;
18;11;2;7;
20;12;3;4;
22;13;4;8;
24;14;1;8;
27;15;2;6;
28;16;1;8;
28;17;4;1;
32;18;3;1;
34;19;3;2;
35;20;1;5;
43;21;4;3;
44;22;1;5;
47;23;1;8;
48;24;4;2;
49;25;5;10;
50;26;1;3;
51;27;2;9;
51;28;5;4;
55;29;3;9;
56;30;5;10;
58;31;4;3;
59;32;3;1;
59;33;5;5;
61;34;3;1;
61;35;5;4;
62;36;3;1;
65;37;4;4;
66;38;1;9;
66;39;4;5;
75;40;2;2;
77;41;4;7;
79;42;3;3;
79;43;1;9;
80;44;5;4;
82;45;5;1;
84;46;4;10;
85;47;1;6;
85;48;4;10;
87;49;5;7;
90;50;5;6;
90;51;3;7;
91;52;3;9;
94;53;5;3;
94;54;3;7;
96;55;1;10;
100;56;3;8;
100;57;2;3;
101;58;4;8;
103;59;3;9;
103;60;2;5;
105;61;3;5;
107;62;2;10;
112;63;4;2;
113;64;5;6;
114;65;4;7;
115;66;2;1;
116;67;4;10;
120;68;4;4;
120;69;4;3;
