0;1;2;3;4
3;1;4;1;
3;2;1;2;
3;3;3;3;
4;4;3;3;
9;5;5;4;
12;6;5;8;
12;7;5;8;
13;8;4;6;
17;9;2;9;
17;10;1;10;
21;11;4;5;
21;12;3;4;
24;13;3;7;
27;14;4;2;
41;15;4;7;
42;16;2;5;
43;17;4;2;
45;18;3;7;
45;19;1;6;
46;20;1;5;
46;21;2;10;
46;22;2;1;
50;23;2;8;
55;24;3;1;
59;25;3;8;
59;26;4;9;
60;27;1;4;
63;28;2;10;
64;29;5;9;
65;30;3;2;
65;31;2;3;
68;32;3;4;
70;33;1;7;
72;34;3;10;
72;35;4;2;
73;36;4;9;
74;37;1;6;
76;38;1;5;
89;39;1;7;
92;40;4;8;
94;41;4;2;
94;42;3;5;
95;43;2;3;
98;44;5;4;
98;45;2;7;
100;46;1;4;
105;47;5;5;
107;48;3;8;
107;49;3;7;
113;50;5;8;
116;51;3;5;
117;52;3;6;
