0;1;2;3;4
1;1;3;6;
1;2;2;2;
3;3;3;5;
7;4;2;3;
8;5;4;6;
9;6;5;7;
10;7;4;6;
11;8;2;3;
13;9;3;5;
16;10;4;3;
17;11;2;10;
17;12;2;3;
19;13;1;3;
20;14;3;4;
21;15;2;7;
21;16;3;3;
23;17;1;7;
24;18;3;7;
26;19;5;1;
27;20;5;7;
28;21;3;2;
32;22;5;7;
35;23;3;10;
36;24;4;1;
36;25;2;9;
38;26;2;3;
38;27;2;2;
39;28;2;4;
39;29;5;2;
40;30;4;8;
42;31;2;3;
45;32;1;9;
48;33;5;9;
48;34;3;6;
51;35;5;1;
53;36;2;6;
53;37;1;7;
55;38;1;5;
56;39;4;1;
56;40;5;4;
58;41;1;10;
63;42;2;1;
65;43;1;5;
66;44;2;5;
66;45;4;1;
66;46;4;8;
67;47;3;4;
67;48;2;4;
69;49;1;3;
77;50;2;2;
79;51;2;7;
87;52;4;2;
90;53;4;5;
90;54;1;4;
92;55;4;10;
92;56;5;10;
93;57;1;5;
95;58;3;10;
96;59;5;10;
100;60;5;2;
100;61;2;4;
106;62;3;8;
108;63;4;10;
110;64;5;9;
111;65;2;1;
111;66;1;7;
111;67;5;2;
116;68;5;9;
117;69;2;4;
119;70;3;2;
119;71;5;7;
120;72;2;7;
