0;1;2;3;4
2;1;2;1;
3;2;3;4;
3;3;4;6;
8;4;3;5;
9;5;3;4;
18;6;4;8;
22;7;5;6;
23;8;1;6;
23;9;5;9;
24;10;5;10;
30;11;1;5;
40;12;5;6;
41;13;5;5;
43;14;5;8;
46;15;5;5;
48;16;5;4;
50;17;4;2;
50;18;3;8;
53;19;5;1;
54;20;3;4;
56;21;5;6;
57;22;4;6;
58;23;2;4;
59;24;4;8;
63;25;2;3;
64;26;2;9;
64;27;4;1;
67;28;4;8;
67;29;1;4;
69;30;1;1;
69;31;2;5;
70;32;3;8;
73;33;2;3;
73;34;5;4;
76;35;1;3;
77;36;2;10;
83;37;2;10;
83;38;2;7;
91;39;5;1;
93;40;1;10;
94;41;4;5;
96;42;4;10;
98;43;2;10;
105;44;1;6;
116;45;4;4;
118;46;5;6;
119;47;3;4;
