0;1;2;3;4
2;1;5;10;
7;2;3;10;
9;3;1;3;
12;4;5;8;
13;5;1;4;
13;6;4;6;
13;7;2;10;
16;8;4;1;
20;9;5;5;
21;10;2;8;
22;11;4;9;
22;12;3;1;
24;13;1;4;
25;14;4;6;
26;15;4;8;
27;16;5;7;
31;17;1;1;
34;18;5;8;
35;19;3;1;
35;20;5;9;
36;21;3;1;
36;22;1;7;
38;23;5;10;
41;24;4;4;
42;25;1;10;
44;26;1;7;
44;27;5;1;
45;28;5;5;
45;29;5;1;
46;30;3;7;
48;31;2;3;
56;32;1;9;
58;33;4;9;
60;34;5;2;
61;35;1;10;
61;36;3;8;
63;37;1;4;
67;38;1;3;
68;39;3;1;
68;40;4;9;
69;41;1;9;
69;42;1;1;
70;43;3;9;
70;44;3;3;
71;45;5;5;
72;46;5;9;
72;47;4;6;
72;48;2;5;
74;49;2;3;
74;50;5;4;
74;51;1;1;
79;52;4;7;
80;53;3;5;
81;54;2;4;
83;55;5;3;
87;56;4;6;
88;57;4;6;
89;58;5;9;
90;59;4;8;
90;60;2;1;
91;61;4;9;
92;62;1;5;
94;63;4;5;
95;64;5;3;
96;65;5;6;
101;66;3;6;
102;67;2;3;
104;68;3;8;
105;69;5;7;
106;70;4;1;
108;71;2;10;
109;72;2;3;
110;73;4;9;
112;74;2;2;
112;75;5;7;
115;76;5;10;
116;77;2;6;
116;78;1;9;
117;79;4;3;
119;80;2;1;
