0;1;2;3;4
1;1;5;6;
10;2;2;10;
13;3;1;7;
15;4;5;5;
16;5;3;5;
16;6;4;4;
17;7;4;5;
19;8;4;3;
22;9;4;6;
23;10;4;5;
24;11;3;7;
24;12;3;2;
25;13;4;1;
25;14;2;2;
28;15;3;8;
28;16;3;4;
32;17;5;7;
33;18;4;10;
33;19;1;1;
36;20;1;10;
37;21;3;3;
38;22;2;7;
39;23;2;4;
43;24;1;3;
43;25;3;8;
44;26;3;1;
48;27;1;1;
48;28;1;7;
48;29;2;9;
53;30;5;6;
54;31;4;2;
55;32;2;4;
56;33;2;10;
57;34;2;7;
60;35;3;5;
60;36;3;2;
62;37;5;8;
65;38;3;2;
66;39;2;4;
66;40;3;7;
67;41;3;1;
67;42;2;3;
68;43;1;2;
68;44;3;5;
69;45;2;10;
72;46;4;8;
73;47;1;6;
74;48;3;5;
74;49;4;3;
76;50;5;8;
77;51;2;1;
77;52;2;7;
79;53;2;2;
79;54;3;4;
80;55;3;6;
81;56;5;1;
83;57;1;4;
85;58;5;9;
85;59;5;6;
85;60;3;10;
86;61;5;6;
88;62;3;4;
90;63;1;6;
92;64;3;8;
93;65;3;8;
94;66;5;10;
95;67;4;7;
98;68;3;5;
98;69;5;4;
101;70;1;10;
103;71;2;10;
105;72;4;7;
106;73;1;9;
107;74;2;4;
107;75;2;10;
108;76;3;8;
108;77;3;3;
108;78;2;5;
110;79;2;9;
111;80;2;10;
112;81;5;5;
114;82;2;2;
114;83;5;2;
117;84;4;6;
118;85;4;3;
120;86;2;1;
120;87;5;6;
