0;1;2;3;4
5;1;5;1;
7;2;3;9;
7;3;4;1;
9;4;2;2;
11;5;5;9;
13;6;3;5;
16;7;5;3;
17;8;3;6;
17;9;5;5;
22;10;2;10;
26;11;4;3;
27;12;5;1;
28;13;5;6;
29;14;3;9;
30;15;2;9;
33;16;1;7;
34;17;4;5;
38;18;3;10;
43;19;4;5;
45;20;2;2;
46;21;3;1;
47;22;2;9;
47;23;3;7;
49;24;4;2;
49;25;3;8;
52;26;1;2;
53;27;4;5;
55;28;3;7;
57;29;4;4;
58;30;5;9;
61;31;5;1;
62;32;5;5;
70;33;1;6;
72;34;5;1;
77;35;5;7;
81;36;3;3;
84;37;1;6;
88;38;5;10;
92;39;3;10;
93;40;2;1;
98;41;2;1;
98;42;1;6;
99;43;1;1;
100;44;1;4;
105;45;1;3;
105;46;3;2;
109;47;2;2;
112;48;2;4;
113;49;3;6;
114;50;1;4;
115;51;5;5;
117;52;2;1;
117;53;1;10;
