0;1;2;3;4
1;1;1;5;
2;2;4;3;
2;3;4;10;
3;4;1;3;
4;5;5;6;
6;6;1;2;
7;7;4;4;
10;8;1;3;
12;9;3;6;
14;10;2;4;
14;11;3;10;
16;12;1;10;
16;13;5;7;
18;14;1;1;
18;15;2;3;
19;16;4;3;
22;17;1;1;
27;18;1;4;
28;19;1;9;
33;20;3;3;
33;21;2;10;
36;22;4;10;
38;23;5;2;
39;24;4;10;
41;25;5;10;
41;26;1;6;
44;27;3;1;
44;28;2;1;
45;29;2;7;
49;30;3;5;
50;31;5;10;
53;32;5;7;
55;33;2;3;
57;34;1;7;
60;35;5;3;
61;36;2;6;
64;37;2;3;
66;38;3;1;
68;39;5;5;
72;40;5;1;
74;41;5;3;
74;42;2;5;
76;43;5;10;
77;44;2;10;
80;45;3;1;
80;46;5;6;
81;47;3;1;
82;48;3;9;
82;49;4;7;
85;50;3;10;
87;51;2;6;
89;52;2;6;
91;53;4;7;
93;54;2;4;
94;55;2;2;
95;56;4;9;
96;57;5;10;
97;58;2;9;
102;59;3;9;
102;60;5;4;
103;61;1;10;
103;62;2;3;
104;63;1;2;
106;64;1;10;
109;65;1;2;
109;66;3;1;
112;67;2;2;
115;68;3;8;
116;69;4;3;
116;70;2;2;
117;71;3;1;
119;72;4;8;
